Timestamp	Language	Hashtags	Mentioned	Emojies	Content
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-01-28 16:53:22	fi		saramartas	😘	Pojat jäi kotiin, mutta tyttö pääsee naisten juttuihin 😘 @saramartas
2020-01-27 18:46:55	fi	bloggerlife allblack päivänasu helsinki ootd mystyle pauligkulma mondaymood uusipostausblogissa secondhandstyle		👆 ⚡ 💋 🖤	Blogissa tänään mun maanantailista. Kurkkaa mikä oli viikonlopun kohokohta, entä millaisia ovat tämän viikon suunnitelmat ja maanantain syvempi ajatus? Linkki tekstiin biossa.👆⚡️💋🖤 . . . #ootd #allblack #bloggerlife #secondhandstyle #mystyle #mondaymood #uusipostausblogissa #päivänasu #pauligkulma #helsinki
2020-01-27 12:12:01	fi	bloggerlife instablogit kahvila annoskateus discoverunder5k brunssi pauligkulma lifestylebloggaaja bloggaaja discoverunder3k vaikuttaja instablogitfinland	mikaelakosk	😘 😂	Jos lähdet mun kanssa syömään tai kahville, niin lainaan todennäköisesti sun annosta rekvisiitaksi kuviin. Oon nimittäin super nirso ja mun lautaset näyttää aina tosi tylsiltä 😂 Voitte siis arvata kaks kertaa, että onko toi kuvan annos mun. Kiitos lainasta @mikaelakosk 😘 #pauligkulma #kahvila #brunssi #annoskateus #bloggaaja #lifestylebloggaaja #vaikuttaja #bloggerlife #discoverunder5k #discoverunder3k #instablogitfinland #instablogit
2020-01-26 13:48:12	hr				Nam nam ja nam
2020-01-26 12:18:23	en			😍	Synthesis of two of the great heroes of our time 😍
2020-01-26 07:58:26	en	breakfasthelsinki	pauligkulma	😊	Cosy breakfast to celebrate my friends b-day earlier this week 😊 @pauligkulma ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #breakfasthelsinki
2020-01-25 04:55:50	ja	タビジョ 北欧好きな人と繋がりたい 夫婦旅行 旅行好きな人と繋がりたい 北欧の暮らし フィンランド旅行 finland フィンランド好き 北欧旅行 フィンランド フィンランド生活 カフェ巡り 旅行好き 北欧好き ヘルシンキカフェ		🍰 🤤	﻿ ﻿ ﻿ ヘルシンキのカフェ🍰﻿ ゆりかごがあったり小さな家みたくなっててかわいい〜〜！﻿ ﻿ ﻿ ケーキも美味しかったなぁ。﻿ 実はあんまりヘルシンキでカフェに行ってないから次行ったらカフェ巡りしようかな。﻿ ﻿ ﻿ ﻿ とか言いつつその次はいつ来るんだか。﻿ 夏は違う国に行ってみたいな〜って思ったりしてます。行けるかなぁ、、、。﻿ 行きたい国もだいたい決まってる🤤﻿ ﻿ ﻿ ﻿ #フィンランド#finland#フィンランド旅行﻿ #北欧旅行#タビジョ#北欧好き#フィンランド好き﻿ #旅行好き#旅行好きな人と繋がりたい#カフェ巡り﻿ #夫婦旅行#ヘルシンキカフェ#フィンランド生活﻿ #北欧の暮らし#北欧好きな人と繋がりたい
2020-01-24 21:57:09	en		lottaforsback		Continued birthday celebration this morning with the love of my life @lottaforsback.
2020-01-23 10:04:08	fi				
2020-01-22 09:00:10	fi	paulig kahvila pauligininkku kahvihetki powau pauligkulma kahvi rawcake coffee	powau pauligkulma	💗 🍰 😊 😁 😐 ☕	Ihanaa kakkukeskiviikkoa (keksin tän just)! ☕🍰 Onko parempaa comboa, kun hyvin tehty flat white kaurajuomalla ja siihen kylkeen suklainen raakakakkupala, joka on vielä VEGAANINEN?💗 @pauligkulma @powau . . Mitä veikkaatte, kumman kimppuun hyökkäsin eka, kahvin vai kakkupalan? Kommentoi alle niin oot tosi hyvä tyyppi!😊 Jos skrollaat vaan ohi niin... no skrollaaminen sit jatkukoot 😐😁 #paulig #pauligininkku #kahvi #powau #pauligkulma #rawcake #kahvihetki #coffee #kahvila
2020-01-22 04:14:24	en	finnishcafe ヘルシンキ helsinki フィンランド cafelatte 北欧旅行 coffee		🇫 🇮	2019.11 Helsinki 🇫🇮 Last coffee of my Scandinavia trip. I loved it ;-) #helsinki #finnishcafe #cafelatte #coffee #ヘルシンキ #フィンランド #北欧旅行
2020-01-21 16:10:21	fi	hariov60	baristainstitute	☕ 😊	Viimeinen tiedontäyteinen koulutuspäivä takana. ☕😊 #hariov60 @baristainstitute
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-01-19 17:11:28	fi	plushiesofinstagram sunnuntaikävely snowball stillwaitingforwinter helsinki plushies lumipallo finnishplushies sunnuntai plushielife mustekala kauppakeskuskluuvi jäätelöä plushieadventures cafépauligkulma pauligkulma pienteneläintenpuuhia pehmoelämää octopus sunday sundaystroll talveayhäodotellessa icecream pehmotursas kluuvi tursas pehmoeläin		😋 🐙 🤔 🍧 🍦	Sunnuntaikävelyllä voi nähdä hassuja juttuja. Nämä näyttävät vähän lumipalloilta, mutta ovat lämpimämpiä. Hmm, minun alkoi äkkiä tehdä mieli jäätelöä, Pikkutursas 🤔🐙🍦On a Sunday stroll you can encounter funny things. These look like snowballs but are warmer. Mmm, I just started fancying ice cream, Little Octopus 🍧😋 #mustekala #tursas #pehmoeläin #pehmotursas #pehmoelämää #pienteneläintenpuuhia #sunnuntai #sunnuntaikävely #helsinki #lumipallo #jäätelöä #pauligkulma #talveayhäodotellessa #kauppakeskuskluuvi #kluuvi #octopus #plushies #plushiesofinstagram #plushielife #finnishplushies #sunday #sundaystroll #snowball #icecream #cafépauligkulma #plushieadventures #stillwaitingforwinter
2020-01-18 07:20:36	en	selfie coffeeenthusiast finnishgirl helsinki butitshowilooknow goodmorning homefortheholidays paulig coffeelover coffeeaddict finland coffee mugshot ilikebigcupsandicannotlie startthedayright thisisnothowiwokeup coffeemorning perkup morningselfie huomenta butfirstletmetakeaselfie			Mugs and kisses #coffee #coffeemorning #coffeelover #coffeeenthusiast #perkup #coffeeaddict #startthedayright #goodmorning #huomenta #morningselfie #mugshot #ilikebigcupsandicannotlie #selfie #butfirstletmetakeaselfie #thisisnothowiwokeup #butitshowilooknow #finnishgirl #homefortheholidays #helsinki #finland #paulig
2020-01-17 14:37:40	fi			🖤 😨	Viikko täynnä ihania ihmisiä - voiko muuta olla kuin hymy herkässä? Mietin tässä vaan, miten ihmeessä oon pärjänny sillon kun näin kavereita hirmu harvoin 😨 Muistaks sä järkkää aikaa ystäville? 🖤
2020-01-16 06:00:00	en	baristalife barista latteart swan helsinki coffeeshop pauligkulma coffee	pauligkulma	♀ ☕ 🙋	Looking for a good cup of coffee? Come to @pauligkulma and you’ll get one 🙋‍♀️☕️ #pauligkulma #barista #baristalife #coffee #coffeeshop #latteart #swan #helsinki
2020-01-15 07:16:14	en			😍 🍳 🧇 🥞 🍓 🥑 🍌 🥯 🍯 🥐	If you go to bed looking forward to breakfast every. single. night then you’re my kind of weird. 🍳🥯🍌🥞🍓🥐🍯🥑🧇😍 (And when I say weird I mean completely normal.)
2020-01-14 11:23:27	fi			⌨ 🔥	Eilen toimiston poppoo istahti pöydän ääreen suunnittelemaan ja kertaamaan tulevan kevään tapahtumia. Näppikset sauhusivat ja uudet ideat pirskahtelivat rentouttavan loman jälkeen ⌨️🔥 Onko teidän työpaikalla jo vuosi lähtenyt vauhdikkaasti käyntiin?
2020-01-12 16:32:26	fi		pauligkulma		Ninnin kanssa kahvilla @pauligkulma
2020-01-11 09:15:58	fi			😋	Lempipuuhan parissa😋
2020-01-11 04:44:48	ja	paulig pauligkulma		🇫 🇮	お店 : paulig kulma﻿ 国 : --﻿ 品種 : --﻿ 焙煎 : --﻿ ﻿ カフェラテを注文。﻿ ﻿ paulig社直営カフpaulig kulma。﻿ paulig社は、フィンランドだけでなく﻿北欧コーヒーのシェアno.1企業。﻿ ﻿ ヘルシンキ🇫🇮の中心市街の立地だけど﻿、店内で焙煎されているという新鮮な豆を使用。﻿もちろん、手作業でコーヒーを淹れます。﻿ ﻿ 味の方ですが、飲みやすいカフェラテで﻿日本でいうドトールに近い味だと思います。﻿ ﻿ #paulig #pauligkulma
2020-01-10 06:28:07	fi	kluuvikortteli kulma pauligkulma kluuvi	pauligkulma	☕	Kahvipaussi Paulig Kulmassa on parasta laatuaikaa. ☕ Oletko kokeillut hehkutettua lounasta tai viikonlopun brunssia? Herkullisuustakuu, namsk! @pauligkulma #pauligkulma #kulma #kluuvi #kluuvikortteli
2020-01-06 11:02:56	ru	рестораныхельсинки coffeeinhelsinki лучшеевхельсинки	pauligfi		Пока не ходила на косметический шоппинг, поэтому просто передаю вам привет из лучшей кофейни Хельсинки - @pauligfi Kulma #coffeeinhelsinki #рестораныхельсинки #лучшеевхельсинки
2020-01-05 13:44:11	en	latteartist flatwhite baristalifestyle coffeeholic coffeelovers latteartvideo coffeeshots coffeelover baristadaily coffee coffeegram latteartporn cappuccinoart coffeegeek baristainstitute barista latteart latteartgram coffeelove coffeefeature coffeeshop cappuccino		❤ 💛 🧡	❤️🧡💛 . . . . #baristainstitute #latteart #latteartgram #latteartvideo #latteartist #barista #baristalifestyle #latteartporn #coffee #coffeegram #coffeeshop #coffeeshots #baristadaily #coffeegeek #coffeelove #coffeelover #coffeelovers #coffeeholic #coffeefeature #cappuccino #cappuccinoart #flatwhite
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2020-01-04 08:08:40	fi	stadissa villakoira helsinki poodle vieriväkivieisammaloidu		🐩	Brunssilla 🐩 #villakoira #poodle #stadissa #helsinki #vieriväkivieisammaloidu
2020-01-03 10:37:12	en			💛 ☕ 🍽	Work friends that turned into bestfriends💛☕💛🍽️💛
2020-01-03 07:47:40	fi	mypaulig kahviakoneeseen ootd munpaulig		🏻 ❤ 👍 ☕	Work, work, work - Tänään päivystys Paulig Kulmassa tiimikavereiden kanssa, jei! 👍🏻☕️❤️ #ootd #mypaulig #munpaulig #kahviakoneeseen
2020-01-02 17:45:35	fi				Vikana lähikuva kengistä koska mie tykkään niistä
2020-01-01 15:40:02	ja	うさぎ山ごんぞう ヨカポイカ jokapoika ごんぞうのお正月 マリメッコ古着市 ごんぞうのフィンランドさんぽ		🌅 🎉 🐰 ☕	みんなあけましておめでとう🌅🐰🎉ことしもよろしくっくっく〜。はるの #マリメッコ古着市 ようのかいつけにやってきたんだ。おうちみたいなカフェでひとやすみふたやすみ☕️くっくっく〜。 . . #ごんぞうのお正月 #うさぎ山ごんぞう #ごんぞうのフィンランドさんぽ #jokapoika #ヨカポイカ
2019-12-31 11:36:57	vi				NAM
2019-12-30 16:13:57	en	latteartist flatwhite baristalifestyle coffeeholic caffelatte coffeelovers latteartvideo coffeelover baristadaily coffee coffeeshops coffeegram latteartporn thingsaboutcoffee coffeedaily latte baristainstitute barista latteart latteartgram baristalife cappuccino		🌿	🌿🌿🌿 . . . . #baristainstitute #latteart #latteartgram #latteartporn #latteartist #latteartvideo #barista #baristalife #baristalifestyle #coffee #coffeegram #coffeeshops #baristadaily #coffeedaily #coffeelovers #coffeelover #coffeeholic #thingsaboutcoffee #flatwhite #cappuccino #caffelatte #latte
2019-12-30 10:06:24	en	food helsinkirestaurants brunch helsinki vegan cafe finland brunchhelsinki coffee			Best coffee in a while & tasty vegan food you cant miss! #coffee #cafe #brunch #brunchhelsinki #helsinki #helsinkirestaurants #vegan #food #finland
2019-12-29 13:16:47	fi				
2019-12-29 12:37:37	fi			🏽 💃 😋	Sunnuntai brunssilla💃🏽 brunssi on ihanan kattava: löytyy leipää, croisantteja, ihanan freesejä salaatteja (meloni-mansikka-feta salde oma suosikki), ihanan värikkäitä kastikkeita, maukasta puuroa, chia-vanukasta ja vaikka mitä muuta! N A M 😋
2019-12-28 10:50:24	en	travel finnishgirl helsinki travelgram home fashion outfitinspo instagood outfits finland ootd coffee helsinkicoffee happy outfitinspiration timberland travelphotography timberlandboots clothes coffeebreak		♀ 🤷 🏻	Blowing on lukewarm coffee because posing just isn’t my thing yet 🤷🏻‍♀️ Anyway in all honesty, I really missed Helsinki - so happy to be back even if it’s for a short time. ———— #coffee #helsinki #finland #travel #home #finnishgirl #fashion #instagood #happy #helsinkicoffee #travelphotography #timberland #timberlandboots #ootd #outfits #clothes #outfitinspiration #outfitinspo #coffeebreak #travelgram
2019-12-28 08:50:19	de			🌟	Brunch 🌟
2019-10-04 15:50:19	en	friendshipgoals goodmoodfood dairyfree freebreakfast breku letsrace vegan powau breakfastgoals pauligkulma veganbreakfast yummie breakfasttime glutenfree	pauligkulma	♀ 🙀 🏻 ✨ 🙋 💌 🥑 😇 🏼 📩 ♥ 🍯 ‼ 🏆 👇	‼️🥑FREE BREKU FOR TWO🥑‼️⁣ We have new Brekkie menu in Paulig Kulma and we want to share these goodies with you guys ✨⁣ ⁣ It’s Friyayyy so let’s race 🏆👇🏼⁣ 1. like this post +⁣ 2. follow us +⁣ 3. tag your soulmate in breakfast⁣ -you can win breakfast for yourself and for your hun 🙋🏻‍♀️🍯⁣ Breakfast is served in Paulig Kulma Helsinki ( @pauligkulma )♥️⁣ The competition ends on 7.10 midnight and the winner will be notified personally by DM 📩💌⁣ There will be three pairs as winners!⁣ ⁣ Instagram or Facebook is not guilty of this race 😇⁣ •⁣ •⁣ #freebreakfast 🙀 #breku #breakfasttime #breakfastgoals #friendshipgoals #powau #pauligkulma #letsrace #glutenfree #dairyfree #vegan #veganbreakfast #yummie #goodmoodfood
2019-10-01 10:49:10	en	yummy	6ananagal pauligkulma	😍 👑 ✨ 🌹 ♥	N e w ✨✨✨✨B r e k k i e menu @pauligkulma 😍 jibii! #yummy ⁣ ⁣ Wazz new? vegan chocolate pancakes, powau granola & berries and milk, crab toast and smoothie of the month for example! The menu is designed by the best @6ananagal (can't live without her👑🌹✨)⁣ ⁣ Plz come and try it !!♥️⁣
2020-09-07 17:06:42	en			👉 🏾	Let me tell you something.. it’s not always easy. 👉🏾
2019-09-06 05:31:06	fi			🍳 🥑 😚 🍇 ☕	☕️🍳🍇🥑 aamupala & kaupungin vilinä. Ihanaa viikonloppua 😚
2020-08-17 13:31:22	fi			💛 ☀	Aina yhtä mukavaa käydä Helsingissä asioimassa ja hengailla kamusen kanssa matcha kupposen äärellä☀️ Ps.kotona odottaa rääkyvä sähköposti kaaos sekä muutama muu homma, mutta nyt nautin auringosta, seurasta ja tästä hetkestä - kotitoimisto saa hetken odottaa💛 Miten siellä viikko startannut?
2020-03-18 16:52:55	fi	babesofmissguided sponsored	riinapuonti eevaroots missguided	😌	Teki rehellisesti tosi hyvää käydä tänään vähän ihmisten ilmoilla - muuallakin kuin lähikaupassa😌 Dress @missguided #sponsored #babesofmissguided Photos @riinapuonti Edit @eevaroots
2018-12-03 18:44:12	fi	nailboxhelsinki_nudet nailboxhelsinki	nailboxhelsinki	🏻 🌸 🙊 ✨ 💖 🥇 ◾ 💅 🎀	Mikä näistä lakkauksista saa tittelin ”Marraskuun manikyyri”? 🥇🙊 Valitsimme 5 hienointa manikyyriä, mutta vain sinä päätät, mikä näistä on paras! Kommentoi alle: 1, 2, 3, 4 vai 5? ✨ ⠀ Mistä tiedät, että geelilakkaus sopii sinulle? ◾️kynsilakka irtoaa liian nopeasti; ◾️haluat kasvattaa omia kynsia; ◾️sinulla on vaurioituneet kynnet; ◾️haluat saada kynsiisi hienoja koristeluja; ◾️haluat säästää aikaa kynsilakkauksessa ja olla aina valmis menemään! ⠀ Tutustu hinnastoomme: 🌸50€ Geelilakkaus ilman koristeluja 🌸55€ Geelilakkaus koristelulla, 1-4 kynttä 🌸60€ Geelilakkaus koristelulla, yli 4 kynttä ⠀ 🌸Paciuksenkaari 14 💖+358 445 171173 🎀 Ajanvaraus WhatsAppissa (linkki keskusteluun biossa @nailboxhelsinki) 💅🏻#nailboxhelsinki_nudet #nailboxhelsinki
2020-09-24 14:29:40	en	helsinki smoothiebowl		🍒 ❤ 🥥 🍓	Beautiful inside and out 🍓🥥🍒❤️ #smoothiebowl #helsinki
2019-03-04 16:21:07	fi	elämänpienetilot		😍 ☀ 😅	Ja niin taas uus viikko lähti käyntii! Tiiättekö ku snapchat muistuttelee vuosi sitten/kaksi vuotta sitten tänä päivänä ja olin täysin unohtanu mun sillosen lemppari ruuan?? Juuri nyt rupeen tekee siis kanasalaattia à la pauliina 😍 Kyllästymiseen asti 😅 Ja sit nyt on jotain mitä odottaa, nimittäin kreikka kutsuu kesän alussa! ☀️ #elämänpienetilot
2019-12-25 01:10:34	en	foodblog theveganfoodie vegan vegantravel veganrecipes paulig healthyhelsinki theglobalvegan eatinhelsinki veganaroundtheworld veganhelsinki healthy plantbased foodtips helsinkivegan vegancafe food Finland restaurantsinhelsinki vegancafehelsinki Helsinki kulma	pauligkulma		Best smoothie ever #Helsinki #vegan #food blogger #Finland #veganhelsinki #helsinkivegan #healthy #healthyhelsinki #veganrecipes #kulma #paulig #foodtips #restaurantsinhelsinki #eatinhelsinki #plantbased #vegantravel #foodblog @pauligkulma #theveganfoodie #veganaroundtheworld #theglobalvegan #vegancafe #vegancafehelsinki
2019-12-24 16:44:26	fi			☕	☕️
